,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,mood
98,0.618,0.815,-5.997,0.328,0.146,0.0,0.222,0.388,168.095,3ZpwwnyXZLppRzSY1DG5lx,spotify:track:3ZpwwnyXZLppRzSY1DG5lx,241891,Aggressive
99,0.537,0.898,-1.819,0.134,0.0049,0.0,0.15,0.575,102.513,4ofZe3eFWlNKC0FYEFOSvG,spotify:track:4ofZe3eFWlNKC0FYEFOSvG,198365,Aggressive
0,0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,0.349,139.059,7floNISpH8VF4z4459Qo18,spotify:track:7floNISpH8VF4z4459Qo18,126346,Aggressive
1,0.493,0.826,-3.106,0.311,0.095,3.42e-06,0.252,0.75,112.865,6R0GRYk2vs2XuBVemYK5YZ,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,189974,Aggressive
2,0.668,0.805,-4.964,0.101,0.161,1.69e-06,0.139,0.31,150.021,1T5mVPJE6LilJ7f73L3UDo,spotify:track:1T5mVPJE6LilJ7f73L3UDo,166624,Aggressive
3,0.796,0.549,-6.285,0.0672,0.00572,0.335,0.0719,0.0479,109.998,0LX4f8NnYnGxuryfP1MtJf,spotify:track:0LX4f8NnYnGxuryfP1MtJf,169320,Aggressive
4,0.815,0.486,-8.733,0.0912,0.173,0.0,0.12,0.161,108.985,0cbTAd02EwRloIIOjTTCDC,spotify:track:0cbTAd02EwRloIIOjTTCDC,141846,Aggressive
5,0.843,0.286,-10.575,0.352,0.0125,1.69e-06,0.0681,0.265,120.06,4UUFTQKwwId0n1P9t4ZQhx,spotify:track:4UUFTQKwwId0n1P9t4ZQhx,146064,Aggressive
6,0.88,0.335,-9.757,0.379,0.0387,0.0,0.0677,0.214,119.98,33OG3eJX77UAcaTzQa0xIu,spotify:track:33OG3eJX77UAcaTzQa0xIu,210129,Aggressive
7,0.635,0.698,-8.242,0.469,0.145,0.0,0.205,0.53,153.124,4cr3qfdLz6co4iwSomOYw5,spotify:track:4cr3qfdLz6co4iwSomOYw5,286440,Aggressive
8,0.755,0.695,-5.963,0.26,0.0179,0.0,0.107,0.493,128.063,3WUa9TpHDoRGeChKDRRUqv,spotify:track:3WUa9TpHDoRGeChKDRRUqv,101851,Aggressive
9,0.714,0.853,-4.9,0.304,0.205,0.0,0.116,0.178,102.034,3IIArPxV2jUXk2zTKbzCVx,spotify:track:3IIArPxV2jUXk2zTKbzCVx,220656,Aggressive
10,0.803,0.789,-3.434,0.0383,0.0304,0.0,0.378,0.647,119.999,1rsAFUCa6BVMgRQ3FCQQsi,spotify:track:1rsAFUCa6BVMgRQ3FCQQsi,106021,Aggressive
11,0.793,0.366,-10.051,0.136,0.0214,0.0,0.0964,0.278,122.991,2INqEk4ko5AsGVLBsiKiQe,spotify:track:2INqEk4ko5AsGVLBsiKiQe,159522,Aggressive
12,0.825,0.761,-5.389,0.104,0.0111,0.00359,0.334,0.161,149.97,5o7ZDvfOry1MNhNLBOJulo,spotify:track:5o7ZDvfOry1MNhNLBOJulo,163371,Aggressive
13,0.938,0.813,-6.872,0.27,0.0624,1.23e-06,0.0801,0.73,122.984,2gfKNyAHI4MBwBkkP3hXCE,spotify:track:2gfKNyAHI4MBwBkkP3hXCE,90747,Aggressive
14,0.681,0.659,-6.405,0.268,0.000856,8.17e-06,0.11,0.225,156.004,7uuBfgY1vBCalrQRyyQhqs,spotify:track:7uuBfgY1vBCalrQRyyQhqs,173294,Aggressive
15,0.717,0.925,-4.246,0.311,0.244,0.0,0.287,0.412,137.989,3STThGLjuFSaoseZvWupmx,spotify:track:3STThGLjuFSaoseZvWupmx,212245,Aggressive
16,0.781,0.553,-4.277,0.0735,0.201,0.000233,0.383,0.308,121.968,1fEl5TPKRJAsuP6TqZ23hB,spotify:track:1fEl5TPKRJAsuP6TqZ23hB,135497,Aggressive
17,0.822,0.92,-2.031,0.0449,0.18,0.00152,0.425,0.33,119.984,1d1CEnqzJk3f7nooWfdefu,spotify:track:1d1CEnqzJk3f7nooWfdefu,116053,Aggressive
18,0.646,0.963,-0.092,0.288,0.00498,0.0,0.309,0.539,149.987,78EDmwVdZzp6vTl3hVWzpW,spotify:track:78EDmwVdZzp6vTl3hVWzpW,121913,Aggressive
19,0.625,0.45,-9.985,0.0311,0.0776,0.000217,0.117,0.0362,92.974,7Cye3UbCA6UNuDykdCf3AB,spotify:track:7Cye3UbCA6UNuDykdCf3AB,206472,Aggressive
20,0.81,0.735,-4.522,0.171,0.00454,0.0828,0.115,0.134,119.994,5VphpldmtVyZH6S8RpHWLT,spotify:track:5VphpldmtVyZH6S8RpHWLT,192000,Aggressive
21,0.839,0.526,-5.87,0.083,0.004,3.34e-06,0.111,0.158,131.942,2HIyiTyHaweHWBTC3jIMjp,spotify:track:2HIyiTyHaweHWBTC3jIMjp,126171,Aggressive
22,0.663,0.848,-4.03,0.0955,0.0299,1.23e-06,0.145,0.326,120.977,0BiKFgl8a6UZvJhv8v0tCb,spotify:track:0BiKFgl8a6UZvJhv8v0tCb,168673,Aggressive
23,0.81,0.585,-7.037,0.288,0.248,0.0115,0.0959,0.281,139.968,4zIMuGSdbGTahvHB7CloVR,spotify:track:4zIMuGSdbGTahvHB7CloVR,137107,Aggressive
24,0.473,0.772,-6.332,0.317,0.0212,0.0,0.399,0.303,130.32,44AH8XwgrebHvQAZJbSrsV,spotify:track:44AH8XwgrebHvQAZJbSrsV,307905,Aggressive
25,0.878,0.233,-11.311,0.603,0.242,0.0,0.0817,0.135,134.956,6IgtGf4ZmG3OPLmE1PFXrr,spotify:track:6IgtGf4ZmG3OPLmE1PFXrr,128669,Aggressive
26,0.66,0.775,-4.926,0.172,0.0553,0.0,0.129,0.635,157.036,2vjmyyAnDUzilFYxOlTdO1,spotify:track:2vjmyyAnDUzilFYxOlTdO1,157643,Aggressive
27,0.755,0.631,-4.485,0.476,0.184,0.0,0.221,0.198,182.389,5NT0aZqWImC9fTzkW4z48o,spotify:track:5NT0aZqWImC9fTzkW4z48o,142582,Aggressive
28,0.599,0.857,-5.7,0.299,0.0321,0.0,0.4,0.469,187.985,0zl3PdjIl320fK0pxBGWNR,spotify:track:0zl3PdjIl320fK0pxBGWNR,151915,Aggressive
29,0.585,0.895,-3.663,0.136,0.0505,0.00423,0.32,0.181,119.904,7Cq27Qc3WRyQ3ddwVslpVZ,spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ,193567,Aggressive
30,0.808,0.581,-8.793,0.269,0.104,0.0,0.379,0.722,116.988,3xFqnmy3DltBMTOQVL2xvS,spotify:track:3xFqnmy3DltBMTOQVL2xvS,210387,Aggressive
31,0.694,0.514,-11.063,0.0449,0.0336,0.000164,0.115,0.136,120.011,3MAfAtD9lKvugbWzaz21LS,spotify:track:3MAfAtD9lKvugbWzaz21LS,142000,Aggressive
32,0.973,0.446,-9.355,0.0612,0.0303,1.75e-05,0.121,0.265,115.039,3kZAm2TC74lBJFPDoV40Qc,spotify:track:3kZAm2TC74lBJFPDoV40Qc,135340,Aggressive
33,0.489,0.562,-6.071,0.0349,0.0131,0.00133,0.117,0.0397,94.91,17ogq23URBFExgIEnqbzOv,spotify:track:17ogq23URBFExgIEnqbzOv,126302,Aggressive
34,0.476,0.781,-4.71,0.103,0.0237,0.0,0.114,0.175,93.474,4H74gbbaADS905j4pgCfbb,spotify:track:4H74gbbaADS905j4pgCfbb,123661,Aggressive
35,0.618,0.743,-4.458,0.234,0.0191,0.0232,0.452,0.249,120.16,1rr9KQgLpdA8gN307EufaA,spotify:track:1rr9KQgLpdA8gN307EufaA,151690,Aggressive
36,0.839,0.687,-7.071,0.139,0.0615,6.24e-06,0.0586,0.0752,121.949,7jMm9nHuU9DhQzDDAtWfqK,spotify:track:7jMm9nHuU9DhQzDDAtWfqK,246360,Aggressive
37,0.674,0.892,-4.58,0.177,0.079,0.000252,0.346,0.458,145.975,1s8TAeakEw0eFBwIru8fJO,spotify:track:1s8TAeakEw0eFBwIru8fJO,174393,Aggressive
38,0.519,0.812,-5.253,0.0955,0.00376,4.9e-06,0.166,0.125,139.923,0L3KTdcdKyugN5j7hB3yj4,spotify:track:0L3KTdcdKyugN5j7hB3yj4,192496,Aggressive
39,0.849,0.648,-6.188,0.0832,0.0725,0.00592,0.0984,0.196,106.075,4irYeuAi87yyGHcI4h9s0x,spotify:track:4irYeuAi87yyGHcI4h9s0x,111020,Aggressive
40,0.909,0.573,-6.856,0.181,0.0332,0.0163,0.657,0.392,144.946,7tUXZgLbOCvRJ9FBlairoU,spotify:track:7tUXZgLbOCvRJ9FBlairoU,134271,Aggressive
41,0.774,0.413,-8.835,0.31,0.0112,6.96e-05,0.218,0.127,108.036,5DNTCKpA8utYEWLIBcfkBS,spotify:track:5DNTCKpA8utYEWLIBcfkBS,108852,Aggressive
42,0.829,0.59,-7.818,0.263,0.0391,0.0107,0.114,0.332,112.97,0KRKqIJPX6LT9v1ZQGbfn7,spotify:track:0KRKqIJPX6LT9v1ZQGbfn7,127128,Aggressive
43,0.727,0.62,-6.443,0.306,0.398,0.0,0.0926,0.555,105.003,658I1uDnmLSiltFCf98AWE,spotify:track:658I1uDnmLSiltFCf98AWE,169979,Aggressive
44,0.77,0.609,-6.38,0.372,0.00624,0.000121,0.128,0.293,140.15,3PLHEJsJTGsDg2ExhxZetY,spotify:track:3PLHEJsJTGsDg2ExhxZetY,93727,Aggressive
45,0.499,0.665,-5.175,0.325,0.131,0.00219,0.132,0.197,119.934,5VfMwt9My7JDyfbxilXjkw,spotify:track:5VfMwt9My7JDyfbxilXjkw,199500,Aggressive
46,0.779,0.767,-5.462,0.258,0.00214,0.0,0.102,0.523,91.981,6kp0inxIexxSiDJfWqq0ZL,spotify:track:6kp0inxIexxSiDJfWqq0ZL,154565,Aggressive
47,0.831,0.814,-7.364,0.42,0.0598,0.0134,0.0556,0.389,156.985,2Vc6NJ9PW9gD9q343XFRKx,spotify:track:2Vc6NJ9PW9gD9q343XFRKx,124539,Aggressive
48,0.398,0.805,-10.423,0.203,0.225,0.0343,0.102,0.303,89.928,0tZoZZlZOxLXidgrNrF38p,spotify:track:0tZoZZlZOxLXidgrNrF38p,145920,Aggressive
49,0.348,0.925,-6.411,0.326,0.00171,2.31e-06,0.372,0.142,139.056,06JaZOCOBEWlsY0TEfBwqc,spotify:track:06JaZOCOBEWlsY0TEfBwqc,149802,Aggressive
50,0.465,0.96,-4.772,0.467,0.0878,6.11e-05,0.383,0.164,119.938,2fMCv3yixOLxHX1VIkJkSi,spotify:track:2fMCv3yixOLxHX1VIkJkSi,110811,Aggressive
51,0.401,0.736,-4.99,0.311,0.104,0.0571,0.198,0.301,100.036,2LymrmdPzZttyG6fNQCuym,spotify:track:2LymrmdPzZttyG6fNQCuym,126003,Aggressive
52,0.628,0.573,-8.161,0.0673,0.00362,0.0,0.0874,0.0387,115.503,2XLdbJRfl2UHHzIurEFgAA,spotify:track:2XLdbJRfl2UHHzIurEFgAA,132702,Aggressive
53,0.56,0.976,-0.631,0.0527,0.0713,0.0,0.315,0.116,140.065,3cy5kSb3ZxYKoPg3WRgQoT,spotify:track:3cy5kSb3ZxYKoPg3WRgQoT,147429,Aggressive
54,0.556,0.992,1.012,0.357,0.0216,0.0,0.453,0.544,139.974,7FtWVXTk9Uw9gTDxUrt8ar,spotify:track:7FtWVXTk9Uw9gTDxUrt8ar,140643,Aggressive
55,0.523,0.867,-3.397,0.225,0.0406,3.81e-06,0.384,0.495,114.422,6Fz6DNeFPJN8PwuSEJkzw5,spotify:track:6Fz6DNeFPJN8PwuSEJkzw5,127687,Aggressive
56,0.514,0.636,-8.255,0.0477,0.00763,0.864,0.406,0.0936,139.953,1ofn1fyK3vqoW9brbxn5pF,spotify:track:1ofn1fyK3vqoW9brbxn5pF,130500,Aggressive
57,0.569,0.907,-5.226,0.391,0.0148,4.91e-05,0.0894,0.326,119.922,1eBg9Rix0XTms2en8xSn7E,spotify:track:1eBg9Rix0XTms2en8xSn7E,132630,Aggressive
58,0.836,0.708,-4.065,0.0494,5.19e-05,0.0,0.0927,0.0374,120.045,1j82fFDqVM2Sgb8tfMidBv,spotify:track:1j82fFDqVM2Sgb8tfMidBv,76042,Aggressive
59,0.709,0.583,-5.738,0.185,0.0698,1.79e-06,0.0519,0.0376,144.819,6XKUDYEbfo5zFupDkNGvrV,spotify:track:6XKUDYEbfo5zFupDkNGvrV,156038,Aggressive
60,0.317,0.959,-0.962,0.538,0.118,1.44e-06,0.293,0.0648,179.789,0da0nAdTGQNZ5jPUtZK0Vg,spotify:track:0da0nAdTGQNZ5jPUtZK0Vg,133351,Aggressive
61,0.543,0.909,-3.199,0.284,0.0254,0.0,0.126,0.43,139.833,4fXtpQEh7EMrnWaf1lDpeE,spotify:track:4fXtpQEh7EMrnWaf1lDpeE,137143,Aggressive
62,0.526,0.965,2.363,0.31,0.105,1.15e-06,0.371,0.244,109.793,1meazaxMBeObBXh4sHxgee,spotify:track:1meazaxMBeObBXh4sHxgee,154255,Aggressive
63,0.613,0.98,-0.291,0.377,0.191,0.0,0.835,0.321,140.037,1dTxhLlIqMpySzMn758GXi,spotify:track:1dTxhLlIqMpySzMn758GXi,154552,Aggressive
64,0.729,0.799,-6.136,0.111,0.0573,4.18e-06,0.289,0.439,144.025,4d8BSdhx6WT5GtTOWpv4rh,spotify:track:4d8BSdhx6WT5GtTOWpv4rh,240213,Aggressive
65,0.521,0.799,-3.418,0.119,0.00213,0.00238,0.197,0.58,129.991,6L1xCoabUfZUvYJ4NvPY2l,spotify:track:6L1xCoabUfZUvYJ4NvPY2l,175423,Aggressive
66,0.631,0.657,-7.923,0.104,0.000447,0.0123,0.54,0.137,114.819,4d99Bcb8doOvy5VsKJVUBU,spotify:track:4d99Bcb8doOvy5VsKJVUBU,90712,Aggressive
67,0.566,0.876,-1.473,0.0639,0.015,0.0,0.091,0.0832,130.159,509tVeGxQtAkg4VsrQqnFC,spotify:track:509tVeGxQtAkg4VsrQqnFC,112536,Aggressive
68,0.546,0.787,-3.357,0.0456,0.000821,0.672,0.0905,0.266,130.113,0a7dm5jcVp3j0sQeq6GYyN,spotify:track:0a7dm5jcVp3j0sQeq6GYyN,114471,Aggressive
69,0.618,0.98,-0.749,0.132,0.344,0.0,0.383,0.155,117.125,2Eb5AK8EUN8oz5nlzSr4b7,spotify:track:2Eb5AK8EUN8oz5nlzSr4b7,169231,Aggressive
70,0.481,0.857,-2.034,0.0409,0.00011,2.75e-05,0.154,0.186,155.998,0pKBj3LRjGJ6iinoPs33Rc,spotify:track:0pKBj3LRjGJ6iinoPs33Rc,128000,Aggressive
71,0.245,0.852,-3.215,0.487,0.0329,0.242,0.76,0.165,170.312,0oWsCGzK0hUCUxTQ2HtNGy,spotify:track:0oWsCGzK0hUCUxTQ2HtNGy,104471,Aggressive
72,0.686,0.797,-9.339,0.541,0.135,5.45e-06,0.0766,0.486,134.861,45IHQJ9qhPLz119sXzsydj,spotify:track:45IHQJ9qhPLz119sXzsydj,134060,Aggressive
73,0.547,0.971,-1.469,0.456,0.0891,0.0,0.251,0.495,160.159,0QYXLSF8shBrQXcoGsBePR,spotify:track:0QYXLSF8shBrQXcoGsBePR,182787,Aggressive
74,0.652,0.883,-2.591,0.176,0.00634,0.0,0.315,0.0611,137.908,2YVjyeoxb2Pyzqbc6teqyq,spotify:track:2YVjyeoxb2Pyzqbc6teqyq,108147,Aggressive
75,0.473,0.843,-5.981,0.225,0.00345,2.53e-05,0.102,0.24,71.647,1K86gziny1mnNIisKBqzhH,spotify:track:1K86gziny1mnNIisKBqzhH,183536,Aggressive
76,0.542,0.908,-2.857,0.0575,0.0966,0.0,0.134,0.509,78.048,0T6wsLOq4GmZL4HtOseM4k,spotify:track:0T6wsLOq4GmZL4HtOseM4k,102587,Aggressive
77,0.784,0.453,-5.545,0.35,0.0378,0.000375,0.356,0.0733,139.04,0pEmCGi4ZwJvXmGVvPeaDi,spotify:track:0pEmCGi4ZwJvXmGVvPeaDi,151131,Aggressive
78,0.808,0.617,-9.32,0.442,0.113,0.0,0.734,0.632,149.962,74lnM5V6ecvoTPV0fvptx9,spotify:track:74lnM5V6ecvoTPV0fvptx9,166400,Aggressive
79,0.638,0.946,-3.685,0.315,0.186,0.0,0.399,0.583,85.015,07miQb315ezd5obb3PPzQB,spotify:track:07miQb315ezd5obb3PPzQB,151107,Aggressive
80,0.768,0.85,-6.606,0.0458,0.0215,0.0,0.305,0.251,122.429,540TGB8rGRvADQ3wS2zufL,spotify:track:540TGB8rGRvADQ3wS2zufL,80690,Aggressive
81,0.569,0.854,-2.987,0.325,0.0164,0.0,0.218,0.148,136.151,0h9fXUdWJrA5hXnIGZktZw,spotify:track:0h9fXUdWJrA5hXnIGZktZw,100588,Aggressive
82,0.607,0.719,-4.086,0.117,0.0277,0.0,0.465,0.213,140.08,1TisGU2iKuIvJUm23gAg6d,spotify:track:1TisGU2iKuIvJUm23gAg6d,130064,Aggressive
83,0.956,0.5,-7.159,0.166,0.00763,1.16e-06,0.125,0.3,129.006,1otcpLWDaprg3BOtE5MadV,spotify:track:1otcpLWDaprg3BOtE5MadV,104255,Aggressive
84,0.713,0.555,-8.707,0.0346,0.216,0.0,0.103,0.375,115.978,4AdoFtd3t8AJruXmTRWfNX,spotify:track:4AdoFtd3t8AJruXmTRWfNX,200687,Aggressive
85,0.518,0.704,-5.745,0.186,0.00509,2.29e-05,0.343,0.224,137.934,0M0sZSQR2r7J8eNDjTjhmO,spotify:track:0M0sZSQR2r7J8eNDjTjhmO,198458,Aggressive
86,0.528,0.841,-4.689,0.199,0.0301,0.0,0.269,0.338,139.998,38Q1UlURazKzjjefYREQUc,spotify:track:38Q1UlURazKzjjefYREQUc,116571,Aggressive
87,0.643,0.805,-6.691,0.0974,0.0165,0.0,0.379,0.205,129.865,4hqAEmMOw9IUq0ujmmedGb,spotify:track:4hqAEmMOw9IUq0ujmmedGb,144000,Aggressive
88,0.858,0.464,-7.152,0.274,0.184,0.0,0.412,0.0881,130.164,5gN2Z0Xp82DsWstq3lHGRi,spotify:track:5gN2Z0Xp82DsWstq3lHGRi,142154,Aggressive
89,0.373,0.862,-1.98,0.0612,0.162,0.0,0.48,0.32,113.252,5T0YyRxyxtLDxLYJhLjqWM,spotify:track:5T0YyRxyxtLDxLYJhLjqWM,150267,Aggressive
90,0.59,0.853,-6.03,0.541,0.0538,0.0,0.354,0.401,141.995,2KzojgmXHO92bQMpyiz4oZ,spotify:track:2KzojgmXHO92bQMpyiz4oZ,138000,Aggressive
91,0.774,0.751,-2.445,0.198,0.0614,0.0,0.0728,0.189,109.98,37gqBnUAZe8BY8WR56kDNk,spotify:track:37gqBnUAZe8BY8WR56kDNk,140326,Aggressive
92,0.665,0.905,-5.785,0.253,0.161,0.0669,0.907,0.288,114.938,1nB6VmrPybx4xwkL80OqdA,spotify:track:1nB6VmrPybx4xwkL80OqdA,147305,Aggressive
93,0.751,0.529,-10.398,0.0328,0.393,0.0336,0.101,0.063,129.979,5sqXH7GlmZmToMnGs6Q0nz,spotify:track:5sqXH7GlmZmToMnGs6Q0nz,162894,Aggressive
94,0.695,0.505,-11.742,0.0637,0.176,0.395,0.161,0.107,118.045,21d1P7ckHoTJr1l1ZmtFxU,spotify:track:21d1P7ckHoTJr1l1ZmtFxU,135262,Aggressive
95,0.703,0.551,-9.939,0.265,0.134,1.11e-05,0.311,0.375,150.023,4ogq83eKhBYXjzRaEtigvV,spotify:track:4ogq83eKhBYXjzRaEtigvV,172019,Aggressive
96,0.447,0.949,-5.043,0.209,0.0814,0.0,0.406,0.24,153.995,4NIxSd3Rlyr0qBb9ejTC2z,spotify:track:4NIxSd3Rlyr0qBb9ejTC2z,176173,Aggressive
97,0.692,0.831,-2.909,0.0639,0.00495,1.9e-05,0.434,0.0984,141.072,2u0zjh7LkkHAiqYvh596F6,spotify:track:2u0zjh7LkkHAiqYvh596F6,119380,Aggressive
98,0.577,0.896,-4.247,0.413,0.0736,0.0,0.627,0.371,144.998,6TBG2B3jJukN4lr5LOwyJH,spotify:track:6TBG2B3jJukN4lr5LOwyJH,76000,Aggressive
99,0.541,0.897,-1.613,0.16,0.00848,0.0,0.322,0.457,125.018,1lOSZBX4HxLqzMwdYxluVI,spotify:track:1lOSZBX4HxLqzMwdYxluVI,130560,Aggressive
0,0.72,0.715,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,193813,Happy
1,0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,1UZOjK1BwmwWU14Erba9CZ,spotify:track:1UZOjK1BwmwWU14Erba9CZ,231907,Happy
2,0.491,0.583,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,183307,Happy
3,0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383,7GVUmCP00eSsqc4tzj1sDD,spotify:track:7GVUmCP00eSsqc4tzj1sDD,205933,Happy
4,0.443,0.533,-5.956,0.0473,0.429,3.66e-06,0.332,0.596,183.791,2DNXgvkyv35vTWvdgjs7qn,spotify:track:2DNXgvkyv35vTWvdgjs7qn,222813,Happy
5,0.583,0.905,-6.132,0.0733,0.0984,0.00019,0.0593,0.646,173.982,2vz1CsL5WBsbpBcwgboTAw,spotify:track:2vz1CsL5WBsbpBcwgboTAw,226827,Happy
6,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926,2grjqo0Frpf2okIBiifQKs,spotify:track:2grjqo0Frpf2okIBiifQKs,215093,Happy
7,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,291293,Happy
8,0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,243160,Happy
9,0.388,0.338,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765,2RlgNHKcydI9sayD2Df2xp,spotify:track:2RlgNHKcydI9sayD2Df2xp,303373,Happy
10,0.346,0.741,-5.578,0.0365,0.0035,2.91e-06,0.347,0.359,168.902,74kqTZLnGoPtCwGecA37Xi,spotify:track:74kqTZLnGoPtCwGecA37Xi,223718,Happy
11,0.715,0.97,-2.206,0.0648,0.0644,0.000156,0.205,0.963,79.504,3AszgPDZd9q0DpDFt4HFBy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,239240,Happy
12,0.699,0.882,-3.896,0.0311,0.00296,0.0544,0.13,0.657,120.016,6jg5SRvdGxvJ0DzNV0UqEK,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,196813,Happy
13,0.77,0.732,-4.601,0.0508,0.0305,0.0,0.157,0.889,110.011,3JTjLyrnevl9ASw3ayGO2P,spotify:track:3JTjLyrnevl9ASw3ayGO2P,222680,Happy
14,0.669,0.727,-7.588,0.0353,0.139,0.0,0.123,0.807,102.322,6xkryXuiZU360Lngd4sx13,spotify:track:6xkryXuiZU360Lngd4sx13,243493,Happy
15,0.498,0.795,-5.992,0.0444,0.00482,5.37e-05,0.124,0.762,172.564,0aqRkWPAL9BGCvvdSiXaE9,spotify:track:0aqRkWPAL9BGCvvdSiXaE9,207307,Happy
16,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,1yvMUkIOTeUNtNWlWRgANS,spotify:track:1yvMUkIOTeUNtNWlWRgANS,217747,Happy
17,0.838,0.546,-6.811,0.295,0.153,0.0,0.0656,0.745,137.027,51LIqkda3pTeECZUhMnool,spotify:track:51LIqkda3pTeECZUhMnool,206533,Happy
18,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,254560,Happy
19,0.649,0.888,-4.807,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,2lwwrWVKdf3LR9lbbhnr6R,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,208467,Happy
20,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,0uI7yAKUf52Cn7y3sYyjiX,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,177667,Happy
21,0.652,0.749,-5.248,0.0886,0.0848,0.0,0.604,0.651,94.103,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,267413,Happy
22,0.751,0.713,-5.846,0.0654,0.0246,2.74e-05,0.157,0.474,102.005,0ZERGmkfuDSrLaIzEGFdiH,spotify:track:0ZERGmkfuDSrLaIzEGFdiH,187095,Happy
23,0.659,0.729,-6.436,0.138,0.274,0.0,0.245,0.722,169.998,5phuEZAscX7xyQgvxyLKir,spotify:track:5phuEZAscX7xyQgvxyLKir,153500,Happy
24,0.765,0.791,-5.707,0.0317,0.262,0.000154,0.0669,0.966,95.026,2TTYIwTM2iLC1YOyHuhRMt,spotify:track:2TTYIwTM2iLC1YOyHuhRMt,206227,Happy
25,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,4bHsxqR3GMrXTxEPLuK5ue,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,250987,Happy
26,0.843,0.48,-11.574,0.0492,0.28,0.000782,0.108,0.762,101.993,2BydLQAh7CUIFvSEqAMc4x,spotify:track:2BydLQAh7CUIFvSEqAMc4x,180493,Happy
27,0.761,0.784,-4.977,0.133,0.15,0.0,0.125,0.691,114.93,0Yc0ziTsyjahYqlWXVXlTU,spotify:track:0Yc0ziTsyjahYqlWXVXlTU,161880,Happy
28,0.83,0.548,-11.132,0.0503,0.0363,6.83e-05,0.184,0.98,127.508,5MztBRRywrACJFq8tPNanu,spotify:track:5MztBRRywrACJFq8tPNanu,212947,Happy
29,0.676,0.762,-4.172,0.0351,0.461,0.0,0.0574,0.81,119.003,3VA8T3rNy5V24AXxNK5u9E,spotify:track:3VA8T3rNy5V24AXxNK5u9E,207493,Happy
30,0.965,0.857,-8.458,0.17,0.00131,0.0,0.0726,0.951,127.656,6jBCehpNMkwFVF3dz4nLIW,spotify:track:6jBCehpNMkwFVF3dz4nLIW,183760,Happy
31,0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,259333,Happy
32,0.682,0.9,-5.028,0.0874,0.0884,0.063,0.0685,0.937,100.721,3jfZ9M23l0L7RxzYMTgBTv,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,179499,Happy
33,0.701,0.705,-6.18,0.0357,0.18,0.0,0.141,0.71,100.669,6HcQZfMrw3KwGyzrKw1Pjy,spotify:track:6HcQZfMrw3KwGyzrKw1Pjy,232960,Happy
34,0.626,0.565,-10.027,0.0271,0.124,0.0,0.0811,0.924,116.61,6tunhVGD8C05MZNjSVIsjw,spotify:track:6tunhVGD8C05MZNjSVIsjw,233507,Happy
35,0.721,0.707,-6.364,0.0595,0.181,3.68e-06,0.143,0.743,125.005,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,158206,Happy
36,0.609,0.692,-2.958,0.0259,0.0157,0.0,0.0864,0.454,116.959,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,233720,Happy
37,0.487,0.382,-10.889,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,261280,Happy
