,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,mood
88,0.176,0.17,-25.314,0.0408,0.702,0.81,0.121,0.0393,82.978,3b5iVZiWEDxJeROcScCYRF,spotify:track:3b5iVZiWEDxJeROcScCYRF,99429,Relaxing
89,0.12,0.0537,-30.992,0.0382,0.74,0.736,0.109,0.0377,75.001,2bGhBaA2pJsKLOgwUQfhdH,spotify:track:2bGhBaA2pJsKLOgwUQfhdH,88767,Relaxing
90,0.162,0.0491,-29.867,0.0434,0.513,0.793,0.0952,0.0393,110.337,2RVNMYXgfJCfxGSakTNUx2,spotify:track:2RVNMYXgfJCfxGSakTNUx2,113143,Relaxing
91,0.134,0.0472,-29.955,0.046,0.912,0.85,0.114,0.0723,71.918,1ka6WYQznjjKZkKYikONiM,spotify:track:1ka6WYQznjjKZkKYikONiM,109714,Relaxing
92,0.155,0.105,-27.074,0.0446,0.941,0.931,0.116,0.0387,106.983,2v6gDaHkHfojtLeK9Z9Zd6,spotify:track:2v6gDaHkHfojtLeK9Z9Zd6,109714,Relaxing
93,0.195,0.131,-25.896,0.0377,0.667,0.767,0.0962,0.039,139.308,2vl0jpEViZ3gkQMmiCVU34,spotify:track:2vl0jpEViZ3gkQMmiCVU34,96000,Relaxing
94,0.1,0.066,-27.605,0.039,0.958,0.955,0.0902,0.0346,78.261,5rAZ18w0BEU3XIkSvVesfQ,spotify:track:5rAZ18w0BEU3XIkSvVesfQ,96000,Relaxing
95,0.264,0.0419,-24.491,0.0366,0.892,0.926,0.0964,0.105,65.9,1PkYyUW957EtXNL8h7O8h1,spotify:track:1PkYyUW957EtXNL8h7O8h1,96000,Relaxing
96,0.152,0.0854,-26.351,0.04,0.845,0.869,0.104,0.0747,72.322,61OZSwAZFw1oBMGNBDDSxF,spotify:track:61OZSwAZFw1oBMGNBDDSxF,96000,Relaxing
97,0.624,0.00119,-37.794,0.518,0.996,0.973,0.112,0.0,69.275,0us61DzC86dpwdtNmM5voY,spotify:track:0us61DzC86dpwdtNmM5voY,68571,Relaxing
98,0.65,0.00489,-35.817,0.089,0.996,0.973,0.106,0.648,69.818,7wrElpponSXCWj6DMSSJAL,spotify:track:7wrElpponSXCWj6DMSSJAL,75429,Relaxing
99,0.166,0.161,-25.288,0.0411,0.53,0.802,0.0984,0.0773,129.46,37K65y2SNf1UMMBg4kbz2G,spotify:track:37K65y2SNf1UMMBg4kbz2G,72000,Relaxing
0,0.523,0.128,-18.679,0.0376,0.961,0.85,0.12,0.152,122.199,6s9HUUwQLIIwv3PaB28k5U,spotify:track:6s9HUUwQLIIwv3PaB28k5U,129493,Relaxing
1,0.505,0.696,-8.214,0.0329,0.851,0.901,0.129,0.43,119.999,278h48eyiWbXhrgb5VtclT,spotify:track:278h48eyiWbXhrgb5VtclT,635000,Relaxing
2,0.389,0.487,-13.267,0.0362,0.413,0.81,0.0795,0.0676,129.55,2MdCE51hJOh9N5Hu0IZGbO,spotify:track:2MdCE51hJOh9N5Hu0IZGbO,484960,Relaxing
3,0.225,0.44,-11.707,0.0364,0.276,0.896,0.0966,0.197,129.182,7wWNhI15N5wEjQC1d01BqT,spotify:track:7wWNhI15N5wEjQC1d01BqT,290339,Relaxing
4,0.536,0.251,-11.393,0.0319,0.165,0.0288,0.37,0.329,114.198,71VA8RThkp9Kr0wbhQRza3,spotify:track:71VA8RThkp9Kr0wbhQRza3,421933,Relaxing
5,0.492,0.638,-9.095,0.0295,0.434,0.954,0.154,0.357,108.156,058ylCuWsj0Q85LWviID7u,spotify:track:058ylCuWsj0Q85LWviID7u,325333,Relaxing
6,0.594,0.495,-11.3,0.0271,0.194,0.808,0.108,0.33,121.771,3aSSM5v4X0i0R7P781cjbk,spotify:track:3aSSM5v4X0i0R7P781cjbk,333759,Relaxing
7,0.417,0.338,-16.702,0.0305,0.0409,0.919,0.245,0.45,121.808,5LBtU80gRMblLnpZDBKCBQ,spotify:track:5LBtU80gRMblLnpZDBKCBQ,299630,Relaxing
8,0.352,0.424,-12.952,0.0337,0.0535,0.881,0.379,0.206,122.734,1A2VqNdoncLYrSDxRxgxZZ,spotify:track:1A2VqNdoncLYrSDxRxgxZZ,548587,Relaxing
9,0.244,0.568,-8.112,0.0341,0.555,0.378,0.112,0.306,93.246,0QCV5tCax1R7yNN6HQMQJx,spotify:track:0QCV5tCax1R7yNN6HQMQJx,455600,Relaxing
10,0.318,0.721,-7.68,0.0354,0.238,0.519,0.112,0.18,118.093,61VgWtpg1ZVJys1pPVpciS,spotify:track:61VgWtpg1ZVJys1pPVpciS,511693,Relaxing
11,0.354,0.359,-7.689,0.0333,0.172,0.86,0.123,0.0732,63.192,1Zc8dko3vYapJnJ6nBH7tt,spotify:track:1Zc8dko3vYapJnJ6nBH7tt,1078875,Relaxing
12,0.356,0.426,-11.197,0.0269,0.307,0.831,0.0718,0.409,62.451,6oLrv7D89lTEofMck6juDv,spotify:track:6oLrv7D89lTEofMck6juDv,1216922,Relaxing
13,0.564,0.334,-10.312,0.0376,0.00356,0.81,0.118,0.0391,103.017,7BSZgh9qmNyIqbkGHQzuTy,spotify:track:7BSZgh9qmNyIqbkGHQzuTy,158893,Relaxing
14,0.493,0.478,-8.133,0.0284,0.717,0.713,0.28,0.101,124.796,5huCa8exUevRP4VW9yaFCy,spotify:track:5huCa8exUevRP4VW9yaFCy,560840,Relaxing
15,0.234,0.0825,-9.302,0.137,0.00638,0.801,0.125,0.0387,107.664,4mR0UW4OZAkBkkcOTw49Ix,spotify:track:4mR0UW4OZAkBkkcOTw49Ix,1248752,Relaxing
16,0.657,0.408,-8.401,0.0295,0.00533,0.836,0.101,0.357,76.02,3FfIPZl02Le17YtcgATXmA,spotify:track:3FfIPZl02Le17YtcgATXmA,222681,Relaxing
17,0.268,0.001,-8.151,0.0319,0.0041,0.861,0.0926,0.692,175.681,4EGKtxP8frR9b3VlUUsgYj,spotify:track:4EGKtxP8frR9b3VlUUsgYj,1443280,Relaxing
18,0.344,0.521,-8.552,0.0335,0.457,0.694,0.112,0.116,144.294,2IWZcXsFTM5E7Si9ZAnYuk,spotify:track:2IWZcXsFTM5E7Si9ZAnYuk,491227,Relaxing
19,0.69,0.451,-11.872,0.0635,0.841,0.929,0.109,0.877,137.66,1NL0JUs4xMzZwh5vrEJnPG,spotify:track:1NL0JUs4xMzZwh5vrEJnPG,199104,Relaxing
20,0.614,0.582,-7.676,0.0278,0.229,0.848,0.122,0.36,115.029,0RfoeJLvPM3yGBs2jhMxkO,spotify:track:0RfoeJLvPM3yGBs2jhMxkO,308998,Relaxing
21,0.511,0.308,-15.74,0.0319,0.885,0.892,0.0948,0.0798,135.963,2tWw3m1Hj1mCFoZKQmAwul,spotify:track:2tWw3m1Hj1mCFoZKQmAwul,155313,Relaxing
22,0.26,0.576,-8.789,0.0349,0.0197,0.526,0.096,0.388,155.214,24nzNJqqphaHKU2CfwomRp,spotify:track:24nzNJqqphaHKU2CfwomRp,487639,Relaxing
23,0.252,0.464,-10.34,0.0288,0.00918,0.332,0.132,0.155,101.32,2fk2gnHDjUELw7czKF7oj6,spotify:track:2fk2gnHDjUELw7czKF7oj6,394893,Relaxing
24,0.446,0.238,-14.681,0.0313,0.743,0.821,0.138,0.19,118.183,2TwqLvoeHpWipZn9weYv82,spotify:track:2TwqLvoeHpWipZn9weYv82,442480,Relaxing
25,0.464,0.312,-13.511,0.0291,0.23,0.828,0.115,0.0606,131.987,7iEocSBISqDeuKSMUdYehz,spotify:track:7iEocSBISqDeuKSMUdYehz,393453,Relaxing
26,0.379,0.338,-20.472,0.0539,0.793,0.872,0.107,0.249,87.598,74qWBQQvUg8UBZs47A5ju4,spotify:track:74qWBQQvUg8UBZs47A5ju4,465551,Relaxing
27,0.436,0.439,-10.241,0.0288,0.422,0.845,0.0727,0.204,149.929,4jtD1uTTYq35r56erCd469,spotify:track:4jtD1uTTYq35r56erCd469,134707,Relaxing
28,0.288,0.295,-12.17,0.0587,0.0143,0.781,0.116,0.058,179.135,4XI9wQ7QCixGiT6WOwVATE,spotify:track:4XI9wQ7QCixGiT6WOwVATE,154288,Relaxing
29,0.734,0.32,-12.276,0.0596,0.955,0.941,0.105,0.0684,130.077,3WBzo0Tmxkfa0QxtVC9ak8,spotify:track:3WBzo0Tmxkfa0QxtVC9ak8,202000,Relaxing
0,0.402,0.983,-3.816,0.0721,7.29e-05,0.0,0.294,0.363,103.096,6Lah64e21cUytn0QXfuOoF,spotify:track:6Lah64e21cUytn0QXfuOoF,175053,Aggressive
1,0.805,0.927,-2.339,0.237,0.0305,0.0,0.357,0.746,94.961,5NqQXBoJUEBVJUV57wiqim,spotify:track:5NqQXBoJUEBVJUV57wiqim,238173,Aggressive
2,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,0jqK7sGTLsHPkQrrcrGuKD,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,158733,Aggressive
3,0.642,0.777,-4.809,0.094,0.00323,0.0,0.227,0.413,96.986,3zmduBNsQ6BPDTZAkXzG5K,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,214400,Aggressive
4,0.477,0.934,-2.884,0.0803,0.0015,0.0,0.243,0.55,128.037,6FqBQIRLJMluO10YtDbETv,spotify:track:6FqBQIRLJMluO10YtDbETv,211119,Aggressive
5,0.661,0.943,-2.155,0.349,0.394,0.0,0.246,0.833,81.58,1CmVAFQMwKfIOht1KYSNQR,spotify:track:1CmVAFQMwKfIOht1KYSNQR,162717,Aggressive
6,0.603,0.783,-6.891,0.138,0.00353,0.0,0.216,0.182,87.154,422lAAWQO9TqL1LxIPdhOn,spotify:track:422lAAWQO9TqL1LxIPdhOn,180333,Aggressive
7,0.349,0.964,-2.96,0.105,0.000155,0.0,0.168,0.391,177.884,2JFavDC3z5uk0s6TFwt3Q6,spotify:track:2JFavDC3z5uk0s6TFwt3Q6,229000,Aggressive
8,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,230493,Aggressive
9,0.483,0.941,-3.598,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,5O9Dz0h08LuBi0aVvDcylh,spotify:track:5O9Dz0h08LuBi0aVvDcylh,232067,Aggressive
10,0.716,0.946,-3.412,0.261,0.094,6.63e-05,0.0825,0.587,139.943,6KigD0mlF4VGDYiSEzAyYw,spotify:track:6KigD0mlF4VGDYiSEzAyYw,200571,Aggressive
11,0.595,0.714,-5.705,0.0609,0.0381,0.0,0.08,0.141,88.449,0Cw5iiA8OHWIhuIIA8u8N5,spotify:track:0Cw5iiA8OHWIhuIIA8u8N5,325333,Aggressive
12,0.897,0.585,-10.532,0.0527,0.38,0.0,0.129,0.754,115.014,3tbayNU3N2dxF7nUi3A9yo,spotify:track:3tbayNU3N2dxF7nUi3A9yo,147356,Aggressive
13,0.492,0.93,-3.826,0.0396,1.17e-05,0.0,0.307,0.431,126.039,0UOtF2ojhKGYEjvZ28ZA6d,spotify:track:0UOtF2ojhKGYEjvZ28ZA6d,175603,Aggressive
14,0.709,0.836,-5.55,0.32,0.226,0.0,0.103,0.706,165.902,5aZceoAnPoEdxwFaim3jqf,spotify:track:5aZceoAnPoEdxwFaim3jqf,189416,Aggressive
15,0.421,0.963,-4.305,0.13,1.6e-05,0.261,0.0878,0.32,101.548,3uYXxMCB48QOUE54abTfA4,spotify:track:3uYXxMCB48QOUE54abTfA4,185000,Aggressive
16,0.554,0.932,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49,1vcxF91pWs9uNwDROuiCPB,spotify:track:1vcxF91pWs9uNwDROuiCPB,242280,Aggressive
17,0.762,0.77,-7.54,0.151,0.244,0.0,0.211,0.322,139.964,6u7drrkRTo6GgpEn3Sdqi6,spotify:track:6u7drrkRTo6GgpEn3Sdqi6,208062,Aggressive
18,0.387,0.94,-4.16,0.0528,0.00369,0.0,0.0759,0.444,134.876,5sG3G54H21hNfd5etlheoe,spotify:track:5sG3G54H21hNfd5etlheoe,238573,Aggressive
19,0.417,0.988,-3.214,0.26,0.000119,0.000627,0.0737,0.194,169.983,6jBNc9fxOwIrZuolB64CNS,spotify:track:6jBNc9fxOwIrZuolB64CNS,215573,Aggressive
20,0.407,0.975,-3.176,0.0779,0.000578,1.42e-05,0.112,0.564,154.486,0wHNrrefyaeVewm4NxjxrX,spotify:track:0wHNrrefyaeVewm4NxjxrX,234787,Aggressive
21,0.584,0.95,-4.542,0.0485,7.44e-05,0.000201,0.487,0.397,108.99,2XKMVUbr0ALVuugLI6BUH3,spotify:track:2XKMVUbr0ALVuugLI6BUH3,217824,Aggressive
22,0.596,0.815,-5.668,0.0755,0.0111,0.0,0.174,0.459,165.015,7zBQRGpYImAdIZc97FNj3V,spotify:track:7zBQRGpYImAdIZc97FNj3V,206567,Aggressive
23,0.533,0.967,-2.543,0.0995,0.00791,0.0,0.336,0.782,142.018,0sdeLSxygcjyMyWPhZBdFs,spotify:track:0sdeLSxygcjyMyWPhZBdFs,186813,Aggressive
24,0.399,0.948,-4.061,0.078,1.1e-05,0.0484,0.0719,0.254,159.93,4HNPXEJQ3QpHwr5OnSDVx6,spotify:track:4HNPXEJQ3QpHwr5OnSDVx6,216000,Aggressive
25,0.615,0.871,-3.804,0.281,0.0388,0.0,0.246,0.338,119.149,2c5Isyd07hWsl7AQia2Dig,spotify:track:2c5Isyd07hWsl7AQia2Dig,249560,Aggressive
26,0.532,0.637,-5.145,0.0812,0.00402,0.0,0.0822,0.445,164.069,4m5FMVGO6GELhcL0byhQj9,spotify:track:4m5FMVGO6GELhcL0byhQj9,236898,Aggressive
27,0.56,0.879,-5.488,0.0928,0.0646,0.0,0.591,0.536,177.97,7gnZJP4kpR5IIzIhhDupum,spotify:track:7gnZJP4kpR5IIzIhhDupum,143659,Aggressive
28,0.536,0.721,-6.44,0.386,0.062,0.0,0.824,0.393,117.139,61QSuw5VlC0LTS8WMO356g,spotify:track:61QSuw5VlC0LTS8WMO356g,191942,Aggressive
29,0.431,0.869,-5.771,0.0352,0.00011,0.0,0.219,0.202,86.013,5Uv0nmNsS7VlDvAPciwnJ9,spotify:track:5Uv0nmNsS7VlDvAPciwnJ9,236000,Aggressive
30,0.477,0.7,-10.173,0.0411,4.55e-05,0.0188,0.0895,0.62,172.103,1drGUJR281HSpGvXIJVBzx,spotify:track:1drGUJR281HSpGvXIJVBzx,203840,Aggressive
31,0.768,0.844,-6.044,0.209,0.28,0.0,0.117,0.37,142.011,23SOLLrMMW31ebUFfuGNW6,spotify:track:23SOLLrMMW31ebUFfuGNW6,160084,Aggressive
32,0.77,0.826,-4.615,0.159,0.046,0.0,0.266,0.462,145.983,0WwrwEmAXGy6keX7noxBYO,spotify:track:0WwrwEmAXGy6keX7noxBYO,239962,Aggressive
33,0.405,0.889,-3.303,0.317,0.0922,0.0,0.446,0.338,82.918,2sYUGgzQfHQ6lOWzbrny8Z,spotify:track:2sYUGgzQfHQ6lOWzbrny8Z,229480,Aggressive
34,0.54,0.936,-7.688,0.0507,7.49e-05,0.00134,0.0687,0.305,110.002,4pT546AUWomXOS8LpBWtxJ,spotify:track:4pT546AUWomXOS8LpBWtxJ,233455,Aggressive
35,0.512,0.943,-5.185,0.106,0.0138,0.0,0.261,0.485,163.128,4U0p10TUdRyhQ06ZqGAtxx,spotify:track:4U0p10TUdRyhQ06ZqGAtxx,265053,Aggressive
36,0.698,0.902,-6.488,0.152,0.194,0.0,0.0797,0.552,103.014,0d9iRVkb4ugBrAxR83PplQ,spotify:track:0d9iRVkb4ugBrAxR83PplQ,207773,Aggressive
37,0.806,0.702,-7.578,0.195,0.0925,0.0,0.0948,0.101,136.0,48KQyOEsDflKNbt4yq6HgY,spotify:track:48KQyOEsDflKNbt4yq6HgY,185294,Aggressive
38,0.712,0.613,-8.512,0.277,0.245,0.0,0.11,0.381,95.96,0Y2EhhpZTKChZNerxIt6T9,spotify:track:0Y2EhhpZTKChZNerxIt6T9,235000,Aggressive
39,0.263,0.955,-5.27,0.0747,7.37e-06,0.0,0.116,0.263,99.68,6TORPqa2iHDlsJlAjtQzHB,spotify:track:6TORPqa2iHDlsJlAjtQzHB,279432,Aggressive
40,0.531,0.887,-4.417,0.0323,0.00264,0.000502,0.0657,0.621,104.025,67EfIBpKlV37lSIDOs77AN,spotify:track:67EfIBpKlV37lSIDOs77AN,231665,Aggressive
41,0.637,0.737,-2.875,0.185,0.133,0.0,0.34,0.101,90.521,4WVPpEGS7FX6TVkV0pHskN,spotify:track:4WVPpEGS7FX6TVkV0pHskN,223190,Aggressive
42,0.489,0.978,-2.123,0.0801,0.00189,1.36e-06,0.117,0.237,87.016,5txqGXUFEWkbPHE1NznsWe,spotify:track:5txqGXUFEWkbPHE1NznsWe,274387,Aggressive
43,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,5wQnmLuC1W7ATsArWACrgW,spotify:track:5wQnmLuC1W7ATsArWACrgW,311107,Aggressive
44,0.473,0.966,-1.953,0.323,0.0562,0.0,0.765,0.512,94.131,2iP3AaNoQLvwDZ3sxPfRVI,spotify:track:2iP3AaNoQLvwDZ3sxPfRVI,232680,Aggressive
45,0.698,0.765,-4.562,0.291,0.169,0.0,0.39,0.589,84.94,6xbZaeFj8BPE3HGXF7VVjX,spotify:track:6xbZaeFj8BPE3HGXF7VVjX,216000,Aggressive
46,0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,5W8YXBz9MTIDyrpYaCg2Ky,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,199907,Aggressive
47,0.596,0.947,-4.514,0.218,0.0252,0.0,0.888,0.555,143.991,2fWSwWmKRuyioqIzOzuQGo,spotify:track:2fWSwWmKRuyioqIzOzuQGo,279373,Aggressive
48,0.855,0.712,-6.17,0.161,0.0903,0.0,0.0873,0.557,92.486,4EcF55fGcfwbZhGM7K1yLA,spotify:track:4EcF55fGcfwbZhGM7K1yLA,231573,Aggressive
49,0.484,0.959,-4.192,0.0444,6.29e-05,0.546,0.0889,0.317,122.022,3YtPZkOzdEey96FY20UGJS,spotify:track:3YtPZkOzdEey96FY20UGJS,272320,Aggressive
50,0.674,0.67,-6.36,0.0449,0.00253,0.0119,0.35,0.237,95.413,7Kho8NahTcrqnCK5IZGwJb,spotify:track:7Kho8NahTcrqnCK5IZGwJb,223253,Aggressive
51,0.349,0.968,-2.734,0.129,0.00116,0.0,0.226,0.481,199.9,152yLjLT2T0W8kf2hutvo1,spotify:track:152yLjLT2T0W8kf2hutvo1,224596,Aggressive
52,0.651,0.741,-5.067,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,4IXiFMhtXEbSEG8UoAeTwD,spotify:track:4IXiFMhtXEbSEG8UoAeTwD,232773,Aggressive
53,0.612,0.889,-5.793,0.0431,0.0166,0.0,0.469,0.442,130.07,3vTweVhyRgJIjthsLnynQs,spotify:track:3vTweVhyRgJIjthsLnynQs,200538,Aggressive
54,0.454,0.964,-3.449,0.0773,1.57e-05,0.00161,0.0995,0.483,159.967,0Vjzh7V3g1zO2b4vfw7sEm,spotify:track:0Vjzh7V3g1zO2b4vfw7sEm,190187,Aggressive
55,0.509,0.93,-2.689,0.0474,0.00137,0.0,0.152,0.783,154.946,2ZICF8SFI5tHttaLJKMY1X,spotify:track:2ZICF8SFI5tHttaLJKMY1X,149640,Aggressive
56,0.767,0.864,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,1pLQoF3VeG6KwNJRys3eq3,spotify:track:1pLQoF3VeG6KwNJRys3eq3,257907,Aggressive
57,0.572,0.984,-3.847,0.0626,0.00052,2.48e-06,0.044,0.524,104.345,7ycK2uijskzxp4cGpGNoCi,spotify:track:7ycK2uijskzxp4cGpGNoCi,165173,Aggressive
58,0.391,0.899,-4.105,0.0491,0.000811,0.0,0.313,0.539,175.937,4lUHxbFilSwlkl52me8x1W,spotify:track:4lUHxbFilSwlkl52me8x1W,209667,Aggressive
59,0.567,0.94,-4.162,0.0403,0.00198,0.0,0.286,0.636,133.916,2F7rCsOMeerE8ANPTUaJHZ,spotify:track:2F7rCsOMeerE8ANPTUaJHZ,206655,Aggressive
60,0.827,0.854,-3.508,0.133,0.247,0.0,0.377,0.462,105.1,2SxaA6dhE2lEP1faOFPCu8,spotify:track:2SxaA6dhE2lEP1faOFPCu8,176000,Aggressive
61,0.371,0.963,-2.85,0.125,0.00319,0.0,0.448,0.371,108.724,6l78mUZ86r0NrfRgni0LuM,spotify:track:6l78mUZ86r0NrfRgni0LuM,242990,Aggressive
62,0.71,0.811,-4.079,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,3jUTjCISntIUFL8jnAjzgc,spotify:track:3jUTjCISntIUFL8jnAjzgc,199200,Aggressive
63,0.536,0.951,-4.126,0.0498,0.00058,0.00165,0.14,0.491,99.116,0V5lmry5Citfw2drBNpEMy,spotify:track:0V5lmry5Citfw2drBNpEMy,205333,Aggressive
64,0.534,0.915,-5.896,0.0689,0.00421,0.0,0.339,0.656,137.049,0EJCULfMuclbUx8v6TdsZl,spotify:track:0EJCULfMuclbUx8v6TdsZl,175885,Aggressive
65,0.432,0.551,-7.922,0.326,0.000705,0.824,0.0674,0.526,189.698,28Fn2CkqbzXYC5PSkh0k91,spotify:track:28Fn2CkqbzXYC5PSkh0k91,227394,Aggressive
66,0.445,0.953,-2.463,0.0704,0.0106,0.0,0.281,0.475,172.063,2jfk3m8nq5IvB35s2xIs1O,spotify:track:2jfk3m8nq5IvB35s2xIs1O,225280,Aggressive
67,0.884,0.936,-3.931,0.167,0.206,0.0,0.262,0.758,120.004,4h7qcXBtaOJnmrapxoWxGf,spotify:track:4h7qcXBtaOJnmrapxoWxGf,236501,Aggressive
68,0.492,0.896,-5.819,0.117,0.000172,2.78e-06,0.189,0.534,184.981,1AEYT6VxrxXPMoQUxsY0E4,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,285570,Aggressive
69,0.445,0.874,-7.15,0.0451,0.0232,7.57e-05,0.198,0.621,158.049,1b3IT1QKUDL15auiEBmpnK,spotify:track:1b3IT1QKUDL15auiEBmpnK,175823,Aggressive
70,0.523,0.981,-3.865,0.124,0.000593,3.66e-06,0.411,0.449,104.471,3mSZz9k6TzRpin74YEipgV,spotify:track:3mSZz9k6TzRpin74YEipgV,229773,Aggressive
71,0.306,0.873,-3.668,0.0567,0.00105,0.0,0.52,0.452,198.387,6gPd6brcBXlbGdy1obe234,spotify:track:6gPd6brcBXlbGdy1obe234,186373,Aggressive
72,0.535,0.974,-4.085,0.0696,0.000385,1.8e-05,0.0932,0.378,102.043,0X0wvZuhTcTU03Roz9fPJA,spotify:track:0X0wvZuhTcTU03Roz9fPJA,238379,Aggressive
73,0.581,0.83,-7.032,0.475,0.296,0.0,0.325,0.52,118.332,5KUiLOgwUB2Y8dzTBv8j7R,spotify:track:5KUiLOgwUB2Y8dzTBv8j7R,241827,Aggressive
74,0.614,0.754,-3.866,0.0255,0.00749,0.0,0.0919,0.672,88.971,0vps0wYg8udCkEQ2EYkQRg,spotify:track:0vps0wYg8udCkEQ2EYkQRg,215440,Aggressive
75,0.615,0.767,-6.066,0.123,0.243,4.05e-05,0.144,0.299,140.138,6S7XekjbMtUQxhgySaIK8W,spotify:track:6S7XekjbMtUQxhgySaIK8W,291429,Aggressive
76,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,297787,Aggressive
77,0.342,0.928,-3.569,0.0724,0.036,0.0,0.177,0.283,185.104,3OZ0YmANXXnladoGzqAml2,spotify:track:3OZ0YmANXXnladoGzqAml2,178373,Aggressive
78,0.633,0.881,-3.526,0.171,0.549,0.0,0.267,0.571,74.965,7qK3sX9MNReAgUQ6jdTAWC,spotify:track:7qK3sX9MNReAgUQ6jdTAWC,176488,Aggressive
79,0.452,0.962,-3.063,0.0831,0.00901,0.0,0.065,0.566,164.032,4Ahphc0UzRSoMpJRHgnGQK,spotify:track:4Ahphc0UzRSoMpJRHgnGQK,208827,Aggressive
80,0.729,0.928,-4.279,0.0515,0.282,0.00147,0.12,0.322,109.996,4VZH6OfxPy1nNE7KbtVKyK,spotify:track:4VZH6OfxPy1nNE7KbtVKyK,194182,Aggressive
81,0.498,0.972,-3.443,0.196,0.000994,0.0,0.213,0.334,74.99,5HDG2PPLki6wowJvZbAH9d,spotify:track:5HDG2PPLki6wowJvZbAH9d,201340,Aggressive
82,0.593,0.789,-4.48,0.275,0.16,0.0,0.619,0.58,91.189,79t5idiRhbDB1oLaVcTVsD,spotify:track:79t5idiRhbDB1oLaVcTVsD,285453,Aggressive
83,0.434,0.939,-2.983,0.0593,0.0425,0.0,0.491,0.569,159.932,0KCr0VngtbPhpbngIIfiLW,spotify:track:0KCr0VngtbPhpbngIIfiLW,209493,Aggressive
84,0.34,0.76,-7.753,0.129,0.0357,0.0448,0.0955,0.0381,182.071,6E7mneOYKKKFivxPHeRWE7,spotify:track:6E7mneOYKKKFivxPHeRWE7,233593,Aggressive
85,0.539,0.921,-2.688,0.118,5.08e-05,1.47e-06,0.262,0.232,107.049,6xrqktHyZEDvPJSEsxuwYz,spotify:track:6xrqktHyZEDvPJSEsxuwYz,238213,Aggressive
86,0.726,0.626,-8.884,0.0332,0.0135,0.0,0.112,0.634,129.996,5UDIJbA6a3epCgntdODPCl,spotify:track:5UDIJbA6a3epCgntdODPCl,287073,Aggressive
87,0.643,0.954,-3.255,0.108,0.00528,0.0,0.466,0.54,114.964,4I58RPHVzDldHfK3t5HiZA,spotify:track:4I58RPHVzDldHfK3t5HiZA,224087,Aggressive
88,0.59,0.823,-4.606,0.0394,0.00187,0.0,0.375,0.571,129.969,3tfTwukbzAVanIvsYeIEmj,spotify:track:3tfTwukbzAVanIvsYeIEmj,170427,Aggressive
89,0.686,0.862,-3.426,0.034,0.00207,1.12e-05,0.148,0.472,87.48,2ouOVzQTzSsLa2OH1Zxhvu,spotify:track:2ouOVzQTzSsLa2OH1Zxhvu,187654,Aggressive
90,0.751,0.693,-6.021,0.22,0.0168,0.0,0.225,0.559,92.031,3hrh0gPGdpZiNYxkgpYe2Y,spotify:track:3hrh0gPGdpZiNYxkgpYe2Y,192813,Aggressive
91,0.603,0.886,-3.777,0.0837,0.00045,0.0,0.26,0.395,126.025,0i8JFpqe9cKwnrcvoNgl1L,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,229933,Aggressive
92,0.509,0.938,-3.883,0.0715,0.000644,0.00246,0.14,0.335,94.019,6rSuL1ViLO7Aljn2WD09s4,spotify:track:6rSuL1ViLO7Aljn2WD09s4,204347,Aggressive
93,0.376,0.95,-4.067,0.0641,0.00021,0.0,0.0377,0.438,178.018,6OMO6WdRhSfjMPAiPT94wH,spotify:track:6OMO6WdRhSfjMPAiPT94wH,179160,Aggressive
94,0.564,0.865,-7.384,0.121,0.000583,0.0,0.056,0.726,183.052,2RZWdE8kYPlCAcRUYDeuLC,spotify:track:2RZWdE8kYPlCAcRUYDeuLC,198173,Aggressive
95,0.328,0.974,-2.863,0.169,0.00123,0.0,0.3,0.334,194.198,5rRwE8PjHsBXfvQ2toLAA9,spotify:track:5rRwE8PjHsBXfvQ2toLAA9,206826,Aggressive
96,0.378,0.985,-3.86,0.262,0.00827,0.0,0.534,0.41,193.035,5vB0cxSvzXuVh15EDD0Cej,spotify:track:5vB0cxSvzXuVh15EDD0Cej,213133,Aggressive
97,0.556,0.868,-5.741,0.0441,0.00157,0.0,0.512,0.433,164.075,2mumY7rLurSxmnWIC1PCtc,spotify:track:2mumY7rLurSxmnWIC1PCtc,224213,Aggressive
