name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,uri,duration_ms
,,,0lgujOKZxSa241uY8kWp7Y,,,,0.0703,0.821,0.138,0.967,0.105,0.0365,-23.644,0.0431,77.697,,,calm,spotify:track:0lgujOKZxSa241uY8kWp7Y,108169.0
,,,3UYbzEmEKYCix4Mo7OXKqh,,,,0.202,0.766,0.104,0.95,0.13,0.0909,-24.698,0.0392,91.329,,,calm,spotify:track:3UYbzEmEKYCix4Mo7OXKqh,114930.0
,,,5TeHL0ZEbwCsyax3wQTcVC,,,,0.145,0.784,0.0953,0.823,0.104,0.075,-23.818,0.046,139.474,,,calm,spotify:track:5TeHL0ZEbwCsyax3wQTcVC,96000.0
,,,31NKBW5ZpOUqCewtOwgN5T,,,,0.215,0.881,0.135,0.96,0.0825,0.0348,-23.64,0.0363,139.186,,,calm,spotify:track:31NKBW5ZpOUqCewtOwgN5T,89143.0
,,,6O5ehFKzr9z2m6FhpivQQj,,,,0.356,0.957,0.0682,0.7,0.0888,0.037,-25.079,0.0346,69.968,,,calm,spotify:track:6O5ehFKzr9z2m6FhpivQQj,113143.0
,,,44kSmjN9DIwTJoMBHHEnDM,,,,0.11,0.934,0.168,0.806,0.151,0.0391,-22.321,0.0361,71.795,,,calm,spotify:track:44kSmjN9DIwTJoMBHHEnDM,106286.0
,,,4wISOt1Hp1lkj2dCkipWhy,,,,0.276,0.891,0.189,0.948,0.11,0.0538,-21.931,0.0396,140.161,,,calm,spotify:track:4wISOt1Hp1lkj2dCkipWhy,116571.0
,,,7jHyMwv86JfAoBgALjZbwM,,,,0.279,0.793,0.206,0.929,0.111,0.0392,-23.779,0.0398,69.645,,,calm,spotify:track:7jHyMwv86JfAoBgALjZbwM,106286.0
,,,4tP48zuROIWLULwtFmWOIu,,,,0.26,0.942,0.281,0.903,0.0954,0.0366,-17.586,0.0508,64.456,,,calm,spotify:track:4tP48zuROIWLULwtFmWOIu,92800.0
,,,3n7E6nMZXWpWqQoQuJ33SH,,,,0.455,0.941,0.125,0.969,0.1,0.169,-18.567,0.0396,70.059,,,calm,spotify:track:3n7E6nMZXWpWqQoQuJ33SH,89143.0
,,,05hc5PiLZ77HU7Gz8TawgK,,,,0.351,0.887,0.156,0.907,0.106,0.0397,-21.413,0.0283,79.857,,,calm,spotify:track:05hc5PiLZ77HU7Gz8TawgK,84000.0
,,,19t5Le0ny4yXMDpvevhsrV,,,,0.353,0.983,0.00746,0.877,0.121,0.0916,-26.188,0.0473,75.499,,,calm,spotify:track:19t5Le0ny4yXMDpvevhsrV,84444.0
,,,5D6GS8BXf1BBEPtGQpdIsz,,,,0.209,0.954,0.166,0.9,0.108,0.0904,-18.535,0.0406,141.003,,,calm,spotify:track:5D6GS8BXf1BBEPtGQpdIsz,101408.0
,,,2NDFlDpAIDF5G8DYDZv5GV,,,,0.155,0.847,0.117,0.909,0.107,0.0424,-19.878,0.0343,72.564,,,calm,spotify:track:2NDFlDpAIDF5G8DYDZv5GV,93333.0
,,,0ZbXIvAR19BGZGc8zafdhl,,,,0.134,0.895,0.116,0.735,0.103,0.0336,-24.784,0.0429,71.553,,,calm,spotify:track:0ZbXIvAR19BGZGc8zafdhl,98028.0
,,,2zuk45iwW1IhxqpwU9FZjl,,,,0.0954,0.776,0.192,0.991,0.109,0.0345,-21.27,0.0403,48.013,,,calm,spotify:track:2zuk45iwW1IhxqpwU9FZjl,96000.0
,,,2SMJJ2Mwll31SQZYZMza7h,,,,0.171,0.926,0.158,0.932,0.112,0.051,-24.269,0.0341,114.691,,,calm,spotify:track:2SMJJ2Mwll31SQZYZMza7h,90000.0
,,,23XlKw4XQXL4ZcYU3T2CHy,,,,0.231,0.855,0.0669,0.904,0.0629,0.0423,-28.672,0.0408,64.645,,,calm,spotify:track:23XlKw4XQXL4ZcYU3T2CHy,92055.0
,,,2tJcIuKcJyeqDZw983PIP0,,,,0.0927,0.778,0.13,0.94,0.0862,0.0612,-27.874,0.0425,175.74,,,calm,spotify:track:2tJcIuKcJyeqDZw983PIP0,96667.0
,,,4fnJE1cthnmrDzCcwiNjBV,,,,0.185,0.896,0.0869,0.973,0.0984,0.0373,-24.648,0.0408,62.819,,,calm,spotify:track:4fnJE1cthnmrDzCcwiNjBV,96667.0
,,,37cfHEoArRTf7AxGpV9Oc2,,,,0.198,0.852,0.175,0.954,0.103,0.0474,-22.329,0.0393,91.119,,,calm,spotify:track:37cfHEoArRTf7AxGpV9Oc2,126575.0
,,,5aRaDpIXDKzkY6tOEPGV6b,,,,0.166,0.887,0.108,0.883,0.11,0.04,-25.641,0.0445,71.252,,,calm,spotify:track:5aRaDpIXDKzkY6tOEPGV6b,90000.0
,,,4qcuA5PtGFrXNBBJwQsgSI,,,,0.286,0.959,0.239,0.994,0.0668,0.0392,-21.11,0.0495,71.886,,,calm,spotify:track:4qcuA5PtGFrXNBBJwQsgSI,116571.0
,,,2Altc136d7c4gZwdiUgk58,,,,0.128,0.765,0.199,0.883,0.131,0.0453,-20.768,0.0336,73.606,,,calm,spotify:track:2Altc136d7c4gZwdiUgk58,116757.0
,,,2BRtJnsP6lHRouBThr1wUf,,,,0.214,0.935,0.179,0.859,0.0892,0.0392,-19.328,0.0351,128.165,,,calm,spotify:track:2BRtJnsP6lHRouBThr1wUf,98028.0
,,,2Jdyt9OxI3CEA50ZwSpm22,,,,0.195,0.975,0.0717,0.948,0.0696,0.0358,-26.142,0.0429,72.244,,,calm,spotify:track:2Jdyt9OxI3CEA50ZwSpm22,93333.0
,,,6LRAb2JgRHOP6Zv0jptX4k,,,,0.176,0.715,0.129,0.857,0.115,0.0352,-24.852,0.0342,145.451,,,calm,spotify:track:6LRAb2JgRHOP6Zv0jptX4k,92055.0
,,,4mnYHZDp7mraBoCVhp9fS8,,,,0.232,0.929,0.0341,0.751,0.109,0.0345,-29.896,0.0397,71.671,,,calm,spotify:track:4mnYHZDp7mraBoCVhp9fS8,102400.0
,,,3sOcwWj8Xr5Vpr7yLcyA06,,,,0.224,0.795,0.0219,0.752,0.0875,0.0549,-28.395,0.0452,139.833,,,calm,spotify:track:3sOcwWj8Xr5Vpr7yLcyA06,113143.0
,,,6eLNs7klsD1hwVw6DrTV7o,,,,0.252,0.216,0.107,0.677,0.0877,0.0613,-27.718,0.0414,112.882,,,calm,spotify:track:6eLNs7klsD1hwVw6DrTV7o,97714.0
,,,3b5iVZiWEDxJeROcScCYRF,,,,0.176,0.702,0.17,0.81,0.121,0.0393,-25.314,0.0408,82.978,,,calm,spotify:track:3b5iVZiWEDxJeROcScCYRF,99429.0
,,,2bGhBaA2pJsKLOgwUQfhdH,,,,0.12,0.74,0.0537,0.736,0.109,0.0377,-30.992,0.0382,75.001,,,calm,spotify:track:2bGhBaA2pJsKLOgwUQfhdH,88767.0
,,,2RVNMYXgfJCfxGSakTNUx2,,,,0.162,0.513,0.0491,0.793,0.0952,0.0393,-29.867,0.0434,110.337,,,calm,spotify:track:2RVNMYXgfJCfxGSakTNUx2,113143.0
,,,1ka6WYQznjjKZkKYikONiM,,,,0.134,0.912,0.0472,0.85,0.114,0.0723,-29.955,0.046,71.918,,,calm,spotify:track:1ka6WYQznjjKZkKYikONiM,109714.0
,,,2v6gDaHkHfojtLeK9Z9Zd6,,,,0.155,0.941,0.105,0.931,0.116,0.0387,-27.074,0.0446,106.983,,,calm,spotify:track:2v6gDaHkHfojtLeK9Z9Zd6,109714.0
,,,2vl0jpEViZ3gkQMmiCVU34,,,,0.195,0.667,0.131,0.767,0.0962,0.039,-25.896,0.0377,139.308,,,calm,spotify:track:2vl0jpEViZ3gkQMmiCVU34,96000.0
,,,5rAZ18w0BEU3XIkSvVesfQ,,,,0.1,0.958,0.066,0.955,0.0902,0.0346,-27.605,0.039,78.261,,,calm,spotify:track:5rAZ18w0BEU3XIkSvVesfQ,96000.0
,,,1PkYyUW957EtXNL8h7O8h1,,,,0.264,0.892,0.0419,0.926,0.0964,0.105,-24.491,0.0366,65.9,,,calm,spotify:track:1PkYyUW957EtXNL8h7O8h1,96000.0
,,,61OZSwAZFw1oBMGNBDDSxF,,,,0.152,0.845,0.0854,0.869,0.104,0.0747,-26.351,0.04,72.322,,,calm,spotify:track:61OZSwAZFw1oBMGNBDDSxF,96000.0
,,,0us61DzC86dpwdtNmM5voY,,,,0.624,0.996,0.00119,0.973,0.112,0.0,-37.794,0.518,69.275,,,calm,spotify:track:0us61DzC86dpwdtNmM5voY,68571.0
,,,7wrElpponSXCWj6DMSSJAL,,,,0.65,0.996,0.00489,0.973,0.106,0.648,-35.817,0.089,69.818,,,calm,spotify:track:7wrElpponSXCWj6DMSSJAL,75429.0
,,,37K65y2SNf1UMMBg4kbz2G,,,,0.166,0.53,0.161,0.802,0.0984,0.0773,-25.288,0.0411,129.46,,,calm,spotify:track:37K65y2SNf1UMMBg4kbz2G,72000.0
,,,6s9HUUwQLIIwv3PaB28k5U,,,,0.523,0.961,0.128,0.85,0.12,0.152,-18.679,0.0376,122.199,,,calm,spotify:track:6s9HUUwQLIIwv3PaB28k5U,129493.0
,,,278h48eyiWbXhrgb5VtclT,,,,0.505,0.851,0.696,0.901,0.129,0.43,-8.214,0.0329,119.999,,,calm,spotify:track:278h48eyiWbXhrgb5VtclT,635000.0
,,,2MdCE51hJOh9N5Hu0IZGbO,,,,0.389,0.413,0.487,0.81,0.0795,0.0676,-13.267,0.0362,129.55,,,calm,spotify:track:2MdCE51hJOh9N5Hu0IZGbO,484960.0
,,,7wWNhI15N5wEjQC1d01BqT,,,,0.225,0.276,0.44,0.896,0.0966,0.197,-11.707,0.0364,129.182,,,calm,spotify:track:7wWNhI15N5wEjQC1d01BqT,290339.0
,,,71VA8RThkp9Kr0wbhQRza3,,,,0.536,0.165,0.251,0.0288,0.37,0.329,-11.393,0.0319,114.198,,,calm,spotify:track:71VA8RThkp9Kr0wbhQRza3,421933.0
,,,058ylCuWsj0Q85LWviID7u,,,,0.492,0.434,0.638,0.954,0.154,0.357,-9.095,0.0295,108.156,,,calm,spotify:track:058ylCuWsj0Q85LWviID7u,325333.0
,,,3aSSM5v4X0i0R7P781cjbk,,,,0.594,0.194,0.495,0.808,0.108,0.33,-11.3,0.0271,121.771,,,calm,spotify:track:3aSSM5v4X0i0R7P781cjbk,333759.0
,,,5LBtU80gRMblLnpZDBKCBQ,,,,0.417,0.0409,0.338,0.919,0.245,0.45,-16.702,0.0305,121.808,,,calm,spotify:track:5LBtU80gRMblLnpZDBKCBQ,299630.0
,,,1A2VqNdoncLYrSDxRxgxZZ,,,,0.352,0.0535,0.424,0.881,0.379,0.206,-12.952,0.0337,122.734,,,calm,spotify:track:1A2VqNdoncLYrSDxRxgxZZ,548587.0
,,,0QCV5tCax1R7yNN6HQMQJx,,,,0.244,0.555,0.568,0.378,0.112,0.306,-8.112,0.0341,93.246,,,calm,spotify:track:0QCV5tCax1R7yNN6HQMQJx,455600.0
,,,61VgWtpg1ZVJys1pPVpciS,,,,0.318,0.238,0.721,0.519,0.112,0.18,-7.68,0.0354,118.093,,,calm,spotify:track:61VgWtpg1ZVJys1pPVpciS,511693.0
,,,1Zc8dko3vYapJnJ6nBH7tt,,,,0.354,0.172,0.359,0.86,0.123,0.0732,-7.689,0.0333,63.192,,,calm,spotify:track:1Zc8dko3vYapJnJ6nBH7tt,1078875.0
,,,6oLrv7D89lTEofMck6juDv,,,,0.356,0.307,0.426,0.831,0.0718,0.409,-11.197,0.0269,62.451,,,calm,spotify:track:6oLrv7D89lTEofMck6juDv,1216922.0
,,,7BSZgh9qmNyIqbkGHQzuTy,,,,0.564,0.00356,0.334,0.81,0.118,0.0391,-10.312,0.0376,103.017,,,calm,spotify:track:7BSZgh9qmNyIqbkGHQzuTy,158893.0
,,,5huCa8exUevRP4VW9yaFCy,,,,0.493,0.717,0.478,0.713,0.28,0.101,-8.133,0.0284,124.796,,,calm,spotify:track:5huCa8exUevRP4VW9yaFCy,560840.0
,,,4mR0UW4OZAkBkkcOTw49Ix,,,,0.234,0.00638,0.0825,0.801,0.125,0.0387,-9.302,0.137,107.664,,,calm,spotify:track:4mR0UW4OZAkBkkcOTw49Ix,1248752.0
,,,3FfIPZl02Le17YtcgATXmA,,,,0.657,0.00533,0.408,0.836,0.101,0.357,-8.401,0.0295,76.02,,,calm,spotify:track:3FfIPZl02Le17YtcgATXmA,222681.0
,,,4EGKtxP8frR9b3VlUUsgYj,,,,0.268,0.0041,0.001,0.861,0.0926,0.692,-8.151,0.0319,175.681,,,calm,spotify:track:4EGKtxP8frR9b3VlUUsgYj,1443280.0
,,,2IWZcXsFTM5E7Si9ZAnYuk,,,,0.344,0.457,0.521,0.694,0.112,0.116,-8.552,0.0335,144.294,,,calm,spotify:track:2IWZcXsFTM5E7Si9ZAnYuk,491227.0
,,,1NL0JUs4xMzZwh5vrEJnPG,,,,0.69,0.841,0.451,0.929,0.109,0.877,-11.872,0.0635,137.66,,,calm,spotify:track:1NL0JUs4xMzZwh5vrEJnPG,199104.0
,,,0RfoeJLvPM3yGBs2jhMxkO,,,,0.614,0.229,0.582,0.848,0.122,0.36,-7.676,0.0278,115.029,,,calm,spotify:track:0RfoeJLvPM3yGBs2jhMxkO,308998.0
,,,2tWw3m1Hj1mCFoZKQmAwul,,,,0.511,0.885,0.308,0.892,0.0948,0.0798,-15.74,0.0319,135.963,,,calm,spotify:track:2tWw3m1Hj1mCFoZKQmAwul,155313.0
,,,24nzNJqqphaHKU2CfwomRp,,,,0.26,0.0197,0.576,0.526,0.096,0.388,-8.789,0.0349,155.214,,,calm,spotify:track:24nzNJqqphaHKU2CfwomRp,487639.0
,,,2fk2gnHDjUELw7czKF7oj6,,,,0.252,0.00918,0.464,0.332,0.132,0.155,-10.34,0.0288,101.32,,,calm,spotify:track:2fk2gnHDjUELw7czKF7oj6,394893.0
,,,2TwqLvoeHpWipZn9weYv82,,,,0.446,0.743,0.238,0.821,0.138,0.19,-14.681,0.0313,118.183,,,calm,spotify:track:2TwqLvoeHpWipZn9weYv82,442480.0
,,,7iEocSBISqDeuKSMUdYehz,,,,0.464,0.23,0.312,0.828,0.115,0.0606,-13.511,0.0291,131.987,,,calm,spotify:track:7iEocSBISqDeuKSMUdYehz,393453.0
,,,74qWBQQvUg8UBZs47A5ju4,,,,0.379,0.793,0.338,0.872,0.107,0.249,-20.472,0.0539,87.598,,,calm,spotify:track:74qWBQQvUg8UBZs47A5ju4,465551.0
,,,4jtD1uTTYq35r56erCd469,,,,0.436,0.422,0.439,0.845,0.0727,0.204,-10.241,0.0288,149.929,,,calm,spotify:track:4jtD1uTTYq35r56erCd469,134707.0
,,,4XI9wQ7QCixGiT6WOwVATE,,,,0.288,0.0143,0.295,0.781,0.116,0.058,-12.17,0.0587,179.135,,,calm,spotify:track:4XI9wQ7QCixGiT6WOwVATE,154288.0
,,,3WBzo0Tmxkfa0QxtVC9ak8,,,,0.734,0.955,0.32,0.941,0.105,0.0684,-12.276,0.0596,130.077,,,calm,spotify:track:3WBzo0Tmxkfa0QxtVC9ak8,202000.0
,,,6Lah64e21cUytn0QXfuOoF,,,,0.402,7.29e-05,0.983,0.0,0.294,0.363,-3.816,0.0721,103.096,,,aggressive,spotify:track:6Lah64e21cUytn0QXfuOoF,175053.0
,,,0jqK7sGTLsHPkQrrcrGuKD,,,,0.431,0.00105,0.95,3.63e-05,0.272,0.56,-4.918,0.26,191.936,,,aggressive,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,158733.0
,,,3zmduBNsQ6BPDTZAkXzG5K,,,,0.642,0.00323,0.777,0.0,0.227,0.413,-4.809,0.094,96.986,,,aggressive,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,214400.0
,,,3vMtLNMANvkPuDthcLuQzJ,,,,0.358,0.000645,0.886,0.0,0.113,0.238,-4.48,0.25,173.965,,,aggressive,spotify:track:3vMtLNMANvkPuDthcLuQzJ,213000.0
,,,6FqBQIRLJMluO10YtDbETv,,,,0.477,0.0015,0.934,0.0,0.243,0.55,-2.884,0.0803,128.037,,,aggressive,spotify:track:6FqBQIRLJMluO10YtDbETv,211119.0
,,,1CmVAFQMwKfIOht1KYSNQR,,,,0.661,0.394,0.943,0.0,0.246,0.833,-2.155,0.349,81.58,,,aggressive,spotify:track:1CmVAFQMwKfIOht1KYSNQR,162717.0
,,,422lAAWQO9TqL1LxIPdhOn,,,,0.603,0.00353,0.783,0.0,0.216,0.182,-6.891,0.138,87.154,,,aggressive,spotify:track:422lAAWQO9TqL1LxIPdhOn,180333.0
,,,2JFavDC3z5uk0s6TFwt3Q6,,,,0.349,0.000155,0.964,0.0,0.168,0.391,-2.96,0.105,177.884,,,aggressive,spotify:track:2JFavDC3z5uk0s6TFwt3Q6,229000.0
,,,6ndmKwWqMozN2tcZqzCX4K,,,,0.688,0.0583,0.835,2.87e-06,0.0795,0.88,-4.162,0.0911,84.858,,,aggressive,spotify:track:6ndmKwWqMozN2tcZqzCX4K,230493.0
,,,5O9Dz0h08LuBi0aVvDcylh,,,,0.483,0.000526,0.941,3.5e-06,0.31,0.503,-3.598,0.0575,156.033,,,aggressive,spotify:track:5O9Dz0h08LuBi0aVvDcylh,232067.0
,,,2z8ZQQoQayPDvKaVQl7Nkf,,,,0.415,0.00234,0.855,0.00227,0.106,0.311,-5.792,0.135,175.872,,,aggressive,spotify:track:2z8ZQQoQayPDvKaVQl7Nkf,245709.0
,,,6KigD0mlF4VGDYiSEzAyYw,,,,0.716,0.094,0.946,6.63e-05,0.0825,0.587,-3.412,0.261,139.943,,,aggressive,spotify:track:6KigD0mlF4VGDYiSEzAyYw,200571.0
,,,3tbayNU3N2dxF7nUi3A9yo,,,,0.897,0.38,0.585,0.0,0.129,0.754,-10.532,0.0527,115.014,,,aggressive,spotify:track:3tbayNU3N2dxF7nUi3A9yo,147356.0
,,,0UOtF2ojhKGYEjvZ28ZA6d,,,,0.492,1.17e-05,0.93,0.0,0.307,0.431,-3.826,0.0396,126.039,,,aggressive,spotify:track:0UOtF2ojhKGYEjvZ28ZA6d,175603.0
,,,5aZceoAnPoEdxwFaim3jqf,,,,0.709,0.226,0.836,0.0,0.103,0.706,-5.55,0.32,165.902,,,aggressive,spotify:track:5aZceoAnPoEdxwFaim3jqf,189416.0
,,,3uYXxMCB48QOUE54abTfA4,,,,0.421,1.6e-05,0.963,0.261,0.0878,0.32,-4.305,0.13,101.548,,,aggressive,spotify:track:3uYXxMCB48QOUE54abTfA4,185000.0
,,,1vcxF91pWs9uNwDROuiCPB,,,,0.554,0.00154,0.932,0.000142,0.425,0.478,-3.424,0.0485,112.49,,,aggressive,spotify:track:1vcxF91pWs9uNwDROuiCPB,242280.0
,,,6u7drrkRTo6GgpEn3Sdqi6,,,,0.762,0.244,0.77,0.0,0.211,0.322,-7.54,0.151,139.964,,,aggressive,spotify:track:6u7drrkRTo6GgpEn3Sdqi6,208062.0
,,,5sG3G54H21hNfd5etlheoe,,,,0.387,0.00369,0.94,0.0,0.0759,0.444,-4.16,0.0528,134.876,,,aggressive,spotify:track:5sG3G54H21hNfd5etlheoe,238573.0
,,,6jBNc9fxOwIrZuolB64CNS,,,,0.417,0.000119,0.988,0.000627,0.0737,0.194,-3.214,0.26,169.983,,,aggressive,spotify:track:6jBNc9fxOwIrZuolB64CNS,215573.0
,,,0wHNrrefyaeVewm4NxjxrX,,,,0.407,0.000578,0.975,1.42e-05,0.112,0.564,-3.176,0.0779,154.486,,,aggressive,spotify:track:0wHNrrefyaeVewm4NxjxrX,234787.0
,,,2XKMVUbr0ALVuugLI6BUH3,,,,0.584,7.44e-05,0.95,0.000201,0.487,0.397,-4.542,0.0485,108.99,,,aggressive,spotify:track:2XKMVUbr0ALVuugLI6BUH3,217824.0
,,,7zBQRGpYImAdIZc97FNj3V,,,,0.596,0.0111,0.815,0.0,0.174,0.459,-5.668,0.0755,165.015,,,aggressive,spotify:track:7zBQRGpYImAdIZc97FNj3V,206567.0
,,,0sdeLSxygcjyMyWPhZBdFs,,,,0.533,0.00791,0.967,0.0,0.336,0.782,-2.543,0.0995,142.018,,,aggressive,spotify:track:0sdeLSxygcjyMyWPhZBdFs,186813.0
,,,4HNPXEJQ3QpHwr5OnSDVx6,,,,0.399,1.1e-05,0.948,0.0484,0.0719,0.254,-4.061,0.078,159.93,,,aggressive,spotify:track:4HNPXEJQ3QpHwr5OnSDVx6,216000.0
,,,2c5Isyd07hWsl7AQia2Dig,,,,0.615,0.0388,0.871,0.0,0.246,0.338,-3.804,0.281,119.149,,,aggressive,spotify:track:2c5Isyd07hWsl7AQia2Dig,249560.0
,,,4m5FMVGO6GELhcL0byhQj9,,,,0.532,0.00402,0.637,0.0,0.0822,0.445,-5.145,0.0812,164.069,,,aggressive,spotify:track:4m5FMVGO6GELhcL0byhQj9,236898.0
,,,7gnZJP4kpR5IIzIhhDupum,,,,0.56,0.0646,0.879,0.0,0.591,0.536,-5.488,0.0928,177.97,,,aggressive,spotify:track:7gnZJP4kpR5IIzIhhDupum,143659.0
,,,61QSuw5VlC0LTS8WMO356g,,,,0.536,0.062,0.721,0.0,0.824,0.393,-6.44,0.386,117.139,,,aggressive,spotify:track:61QSuw5VlC0LTS8WMO356g,191942.0
,,,5Uv0nmNsS7VlDvAPciwnJ9,,,,0.431,0.00011,0.869,0.0,0.219,0.202,-5.771,0.0352,86.013,,,aggressive,spotify:track:5Uv0nmNsS7VlDvAPciwnJ9,236000.0
,,,1drGUJR281HSpGvXIJVBzx,,,,0.477,4.55e-05,0.7,0.0188,0.0895,0.62,-10.173,0.0411,172.103,,,aggressive,spotify:track:1drGUJR281HSpGvXIJVBzx,203840.0
,,,23SOLLrMMW31ebUFfuGNW6,,,,0.768,0.28,0.844,0.0,0.117,0.37,-6.044,0.209,142.011,,,aggressive,spotify:track:23SOLLrMMW31ebUFfuGNW6,160084.0
,,,0WwrwEmAXGy6keX7noxBYO,,,,0.77,0.046,0.826,0.0,0.266,0.462,-4.615,0.159,145.983,,,aggressive,spotify:track:0WwrwEmAXGy6keX7noxBYO,239962.0
,,,2sYUGgzQfHQ6lOWzbrny8Z,,,,0.405,0.0922,0.889,0.0,0.446,0.338,-3.303,0.317,82.918,,,aggressive,spotify:track:2sYUGgzQfHQ6lOWzbrny8Z,229480.0
,,,4pT546AUWomXOS8LpBWtxJ,,,,0.54,7.49e-05,0.936,0.00134,0.0687,0.305,-7.688,0.0507,110.002,,,aggressive,spotify:track:4pT546AUWomXOS8LpBWtxJ,233455.0
,,,4U0p10TUdRyhQ06ZqGAtxx,,,,0.512,0.0138,0.943,0.0,0.261,0.485,-5.185,0.106,163.128,,,aggressive,spotify:track:4U0p10TUdRyhQ06ZqGAtxx,265053.0
,,,0d9iRVkb4ugBrAxR83PplQ,,,,0.698,0.194,0.902,0.0,0.0797,0.552,-6.488,0.152,103.014,,,aggressive,spotify:track:0d9iRVkb4ugBrAxR83PplQ,207773.0
,,,48KQyOEsDflKNbt4yq6HgY,,,,0.806,0.0925,0.702,0.0,0.0948,0.101,-7.578,0.195,136.0,,,aggressive,spotify:track:48KQyOEsDflKNbt4yq6HgY,185294.0
,,,0Y2EhhpZTKChZNerxIt6T9,,,,0.712,0.245,0.613,0.0,0.11,0.381,-8.512,0.277,95.96,,,aggressive,spotify:track:0Y2EhhpZTKChZNerxIt6T9,235000.0
,,,6TORPqa2iHDlsJlAjtQzHB,,,,0.263,7.37e-06,0.955,0.0,0.116,0.263,-5.27,0.0747,99.68,,,aggressive,spotify:track:6TORPqa2iHDlsJlAjtQzHB,279432.0
,,,67EfIBpKlV37lSIDOs77AN,,,,0.531,0.00264,0.887,0.000502,0.0657,0.621,-4.417,0.0323,104.025,,,aggressive,spotify:track:67EfIBpKlV37lSIDOs77AN,231665.0
,,,4WVPpEGS7FX6TVkV0pHskN,,,,0.637,0.133,0.737,0.0,0.34,0.101,-2.875,0.185,90.521,,,aggressive,spotify:track:4WVPpEGS7FX6TVkV0pHskN,223190.0
,,,5txqGXUFEWkbPHE1NznsWe,,,,0.489,0.00189,0.978,1.36e-06,0.117,0.237,-2.123,0.0801,87.016,,,aggressive,spotify:track:5txqGXUFEWkbPHE1NznsWe,274387.0
,,,5wQnmLuC1W7ATsArWACrgW,,,,0.217,0.000289,0.905,0.00011,0.222,0.236,-4.103,0.0752,96.95,,,aggressive,spotify:track:5wQnmLuC1W7ATsArWACrgW,311107.0
,,,2iP3AaNoQLvwDZ3sxPfRVI,,,,0.473,0.0562,0.966,0.0,0.765,0.512,-1.953,0.323,94.131,,,aggressive,spotify:track:2iP3AaNoQLvwDZ3sxPfRVI,232680.0
,,,6xbZaeFj8BPE3HGXF7VVjX,,,,0.698,0.169,0.765,0.0,0.39,0.589,-4.562,0.291,84.94,,,aggressive,spotify:track:6xbZaeFj8BPE3HGXF7VVjX,216000.0
,,,5W8YXBz9MTIDyrpYaCg2Ky,,,,0.589,0.000481,0.89,0.00082,0.201,0.692,-3.719,0.0603,90.598,,,aggressive,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,199907.0
,,,2fWSwWmKRuyioqIzOzuQGo,,,,0.596,0.0252,0.947,0.0,0.888,0.555,-4.514,0.218,143.991,,,aggressive,spotify:track:2fWSwWmKRuyioqIzOzuQGo,279373.0
,,,4EcF55fGcfwbZhGM7K1yLA,,,,0.855,0.0903,0.712,0.0,0.0873,0.557,-6.17,0.161,92.486,,,aggressive,spotify:track:4EcF55fGcfwbZhGM7K1yLA,231573.0
,,,3YtPZkOzdEey96FY20UGJS,,,,0.484,6.29e-05,0.959,0.546,0.0889,0.317,-4.192,0.0444,122.022,,,aggressive,spotify:track:3YtPZkOzdEey96FY20UGJS,272320.0
,,,7Kho8NahTcrqnCK5IZGwJb,,,,0.674,0.00253,0.67,0.0119,0.35,0.237,-6.36,0.0449,95.413,,,aggressive,spotify:track:7Kho8NahTcrqnCK5IZGwJb,223253.0
,,,152yLjLT2T0W8kf2hutvo1,,,,0.349,0.00116,0.968,0.0,0.226,0.481,-2.734,0.129,199.9,,,aggressive,spotify:track:152yLjLT2T0W8kf2hutvo1,224596.0
,,,4IXiFMhtXEbSEG8UoAeTwD,,,,0.651,0.00293,0.741,1.2e-05,0.217,0.386,-5.067,0.0408,168.02,,,aggressive,spotify:track:4IXiFMhtXEbSEG8UoAeTwD,232773.0
,,,3vTweVhyRgJIjthsLnynQs,,,,0.612,0.0166,0.889,0.0,0.469,0.442,-5.793,0.0431,130.07,,,aggressive,spotify:track:3vTweVhyRgJIjthsLnynQs,200538.0
,,,0Vjzh7V3g1zO2b4vfw7sEm,,,,0.454,1.57e-05,0.964,0.00161,0.0995,0.483,-3.449,0.0773,159.967,,,aggressive,spotify:track:0Vjzh7V3g1zO2b4vfw7sEm,190187.0
,,,2ZICF8SFI5tHttaLJKMY1X,,,,0.509,0.00137,0.93,0.0,0.152,0.783,-2.689,0.0474,154.946,,,aggressive,spotify:track:2ZICF8SFI5tHttaLJKMY1X,149640.0
,,,1pLQoF3VeG6KwNJRys3eq3,,,,0.767,0.0116,0.864,0.0,0.0957,0.747,-1.847,0.133,85.475,,,aggressive,spotify:track:1pLQoF3VeG6KwNJRys3eq3,257907.0
,,,7ycK2uijskzxp4cGpGNoCi,,,,0.572,0.00052,0.984,2.48e-06,0.044,0.524,-3.847,0.0626,104.345,,,aggressive,spotify:track:7ycK2uijskzxp4cGpGNoCi,165173.0
,,,4lUHxbFilSwlkl52me8x1W,,,,0.391,0.000811,0.899,0.0,0.313,0.539,-4.105,0.0491,175.937,,,aggressive,spotify:track:4lUHxbFilSwlkl52me8x1W,209667.0
